r,g,b
242,226,194
242,226,193
243,226,196
242,226,198
242,226,199
241,226,199
219,208,192
170,141,115
173,142,113
187,158,123
166,139,112
127,101,89
125,105,90
132,107,94
129,97,81
173,138,113
127,93,89
162,142,132
191,175,164
211,203,198
209,199,189
207,195,175
205,192,173
223,204,183
219,197,171
206,183,160
166,142,130
162,139,127
173,156,141
222,209,187
237,226,207
237,226,215
237,225,208
236,224,204
234,223,197
235,219,186
236,219,186
236,220,185
235,219,188
233,218,188
232,217,189
235,229,221
220,216,208
180,171,148
205,193,164
203,196,165
184,178,148
154,148,119
185,154,126
201,170,141
220,187,160
197,169,139
165,137,106
201,171,139
187,157,128
193,165,133
180,151,122
182,153,124
169,138,110
181,148,119
181,147,124
141,113,96
182,150,122
161,128,102
194,160,125
162,132,104
183,152,119
170,136,108
189,155,126
213,178,148
221,189,156
147,113,97
137,105,88
194,156,120
210,172,136
195,158,124
198,161,126
180,146,120
202,165,130
213,177,137
198,161,126
184,155,122
202,190,177
239,234,229
237,224,200
238,222,191
238,222,191
237,221,191
238,221,191
238,222,191
240,224,191
241,225,192
242,225,194
241,225,191
241,225,192
242,225,195
243,226,198
243,226,198
243,226,198
244,227,199
243,226,198
245,229,200
241,226,197
243,228,199
241,226,197
222,212,189
176,147,119
164,135,108
181,155,121
132,106,91
122,99,85
118,96,80
98,80,70
128,100,91
128,102,89
174,155,145
209,201,200
233,230,229
233,233,234
235,231,227
235,223,208
235,226,210
238,229,215
239,229,216
237,227,212
230,220,202
230,218,202
235,223,199
234,220,195
236,220,194
235,219,188
236,220,191
235,219,188
235,219,187
235,218,190
234,218,187
235,219,183
233,217,185
232,217,185
231,216,182
235,222,197
238,229,225
205,198,183
223,209,179
207,196,165
188,180,148
164,157,128
177,151,124
198,162,132
209,173,145
199,168,136
193,163,127
206,172,142
208,175,142
201,170,136
198,167,136
180,151,123
172,141,113
178,146,114
180,147,116
138,109,95
185,154,123
161,127,103
165,133,105
165,133,105
187,155,119
185,151,123
200,166,137
218,180,144
199,159,123
181,145,115
202,164,131
207,168,133
192,153,120
191,154,123
204,166,135
177,143,120
206,167,126
198,160,119
185,148,111
193,152,114
181,149,114
208,192,180
238,230,222
236,222,197
240,222,190
239,220,192
239,222,192
239,223,191
240,224,191
241,225,192
242,225,194
241,225,191
243,227,193
244,227,196
243,226,198
244,227,199
243,226,198
244,227,199
244,227,199
243,227,199
242,227,198
242,227,198
242,227,198
226,212,188
177,151,120
151,126,102
172,143,117
126,104,90
105,85,75
135,109,92
148,120,102
91,72,73
184,173,168
225,219,217
231,229,233
233,225,213
235,225,206
233,220,195
235,219,191
235,220,189
236,221,190
234,219,189
235,220,188
235,219,191
232,217,185
231,217,186
232,217,183
234,217,187
234,218,187
233,218,186
233,218,186
232,216,184
233,217,185
233,217,186
234,217,186
233,216,186
234,217,186
233,217,186
235,220,190
235,226,207
228,223,221
208,197,165
207,195,158
210,198,169
172,163,136
158,138,113
204,165,136
198,161,131
198,166,133
197,166,133
201,170,139
209,178,145
204,174,139
200,169,137
196,166,137
169,139,110
171,139,112
163,132,105
135,107,89
172,143,114
173,142,115
124,96,83
132,104,89
182,149,117
191,157,130
205,171,138
190,152,120
185,146,114
210,175,137
207,169,134
203,165,132
200,163,127
207,170,133
205,170,135
196,161,135
177,143,111
197,159,120
187,148,115
194,153,119
192,153,117
144,117,95
215,204,192
238,229,221
240,224,191
239,221,194
239,223,190
239,223,192
241,224,194
241,224,193
241,225,192
241,224,192
243,226,195
243,226,195
243,226,195
243,226,195
243,226,197
242,225,197
243,226,198
243,226,198
244,227,199
243,227,199
243,227,200
225,212,186
137,115,95
165,141,114
183,156,125
173,147,120
171,145,120
129,106,91
147,125,104
193,187,183
232,231,226
233,230,231
234,229,218
233,219,193
232,220,188
234,219,190
233,218,189
234,219,190
236,221,192
235,220,189
234,219,189
235,219,191
234,219,188
234,219,188
233,216,186
235,218,188
233,217,186
234,219,188
234,219,188
234,217,187
234,217,187
234,217,187
235,218,188
236,219,189
236,219,189
235,219,188
234,220,191
235,223,195
237,232,227
205,197,179
216,202,176
202,191,159
180,171,147
150,134,110
171,138,114
192,158,126
183,152,122
197,166,138
195,164,133
209,178,144
201,171,136
200,169,137
210,181,151
178,149,119
167,139,108
119,93,78
128,100,83
122,98,83
150,125,101
144,115,96
115,91,80
156,132,113
203,167,138
212,179,146
177,145,122
177,144,113
166,131,107
140,109,90
119,92,77
113,88,73
122,96,81
141,108,87
175,137,106
154,122,96
178,140,106
173,137,103
166,135,109
158,129,107
136,113,95
152,129,105
215,207,199
238,227,222
236,222,192
239,223,187
241,223,193
242,225,195
241,224,194
240,224,190
241,224,193
241,224,194
241,224,194
242,225,194
242,226,194
244,227,198
243,226,198
243,226,198
244,227,199
243,226,198
243,226,200
243,227,200
230,218,192
124,104,90
150,124,101
183,158,128
187,162,138
172,144,116
161,133,108
152,128,106
224,219,219
236,232,233
235,227,219
233,221,191
236,219,191
234,220,190
234,219,190
234,219,190
234,219,190
235,220,191
236,221,191
236,221,191
237,222,194
237,222,191
237,221,190
237,221,189
237,220,189
235,219,188
236,220,189
235,219,189
235,218,188
234,217,187
236,219,189
236,219,189
235,218,189
237,220,191
236,220,189
236,220,190
237,220,189
238,230,217
234,229,226
204,194,170
218,206,176
191,185,151
159,144,121
169,141,116
162,130,103
176,148,118
165,136,110
187,157,126
198,168,132
191,160,127
200,170,138
192,164,133
179,151,117
160,131,103
119,92,78
161,129,104
116,90,82
106,75,68
159,124,104
180,146,119
144,117,95
144,117,99
138,118,107
100,79,68
84,63,61
108,81,69
141,112,96
153,122,100
155,123,102
131,103,88
95,75,67
122,96,83
138,107,91
137,105,89
129,95,75
136,95,76
145,109,94
90,73,63
119,99,81
142,118,99
207,194,181
239,229,219
237,223,193
241,223,191
240,224,192
239,223,192
239,223,189
240,224,191
242,225,194
241,224,194
242,225,195
242,225,195
243,226,197
244,227,199
243,226,198
244,227,199
242,227,199
243,227,201
242,227,200
234,221,195
172,149,129
155,128,103
175,149,119
159,133,110
165,140,114
169,143,116
184,157,125
212,206,199
234,233,234
235,228,220
235,220,191
236,221,192
236,221,192
236,221,192
235,220,191
236,221,192
236,221,192
237,222,193
237,222,193
239,223,194
238,221,192
237,221,189
237,221,188
238,222,189
236,220,188
237,220,190
237,220,190
236,219,189
236,219,189
235,218,188
237,220,190
237,220,190
238,221,191
237,220,189
236,220,187
236,219,190
236,222,193
236,230,220
214,208,203
211,200,171
196,184,153
160,133,112
155,125,103
172,140,114
167,139,114
177,148,121
182,154,121
194,163,133
205,175,143
194,168,135
194,168,134
195,165,131
170,139,107
185,152,118
185,145,110
181,137,108
179,137,113
193,153,124
214,175,140
164,134,109
133,106,89
127,92,82
122,91,77
142,108,89
183,141,114
156,122,100
131,101,81
148,113,91
157,119,93
159,120,96
161,124,99
155,118,94
148,110,83
164,114,89
199,140,109
176,130,104
144,121,97
162,136,106
144,116,90
173,146,116
208,195,182
240,227,218
239,222,190
240,223,191
239,222,192
239,223,189
239,223,189
240,224,190
241,224,192
242,225,195
241,224,194
242,225,195
243,226,198
242,225,197
243,226,197
242,227,199
242,227,202
242,227,199
235,221,196
185,163,136
188,161,134
199,170,141
210,180,149
183,157,128
142,118,96
140,116,97
179,167,149
232,231,230
235,230,227
234,220,191
235,220,191
235,220,191
235,220,191
236,221,192
236,221,192
237,222,193
237,222,192
238,222,193
239,223,194
239,222,193
238,222,189
238,222,189
239,223,191
237,221,189
237,220,190
236,219,190
237,220,190
237,220,190
238,221,190
237,221,190
236,220,188
238,222,188
237,221,187
236,220,187
236,219,190
237,220,191
238,224,206
233,229,229
195,185,159
186,165,142
176,143,116
177,141,112
185,152,122
174,146,122
163,135,107
177,150,118
198,167,134
182,155,123
182,158,124
203,174,139
203,170,138
195,163,130
203,167,130
203,164,125
202,159,117
182,136,104
181,135,106
206,161,128
184,143,114
159,119,97
160,114,95
156,111,90
161,118,96
207,166,131
215,177,143
206,171,140
180,143,118
166,128,105
166,126,104
184,141,115
208,168,140
203,166,133
190,140,108
201,144,107
173,129,99
157,133,103
170,148,114
128,105,83
141,113,86
179,153,123
233,225,216
236,225,208
240,224,198
239,223,191
240,224,190
241,224,191
241,225,189
240,224,190
241,225,192
243,226,193
242,226,193
242,225,197
242,225,197
242,225,196
241,227,198
242,227,201
241,226,196
232,217,190
205,179,152
212,184,151
163,133,104
199,168,127
220,189,159
155,128,109
140,118,101
107,90,80
222,216,206
234,227,218
234,218,185
234,219,188
236,220,192
236,219,189
237,220,190
236,220,189
236,221,190
237,221,191
238,221,191
238,221,191
239,222,192
239,222,192
238,221,191
239,222,192
239,222,191
237,221,189
238,221,192
237,220,191
237,221,188
237,221,188
235,219,186
235,219,185
238,222,188
237,220,189
237,221,188
237,220,191
237,220,190
237,224,205
234,229,222
187,177,151
173,144,117
163,128,100
192,153,118
177,143,115
171,142,111
173,140,109
162,132,104
173,139,110
178,152,121
182,156,123
206,175,142
194,163,130
209,177,143
214,179,144
198,156,122
185,139,109
167,121,94
174,129,103
177,132,107
171,125,103
158,117,93
157,110,89
153,106,86
153,105,86
149,107,87
172,131,102
202,164,124
216,178,139
203,163,130
192,153,123
180,138,110
186,142,110
197,148,114
195,140,109
209,148,111
166,126,102
162,138,106
193,166,134
129,104,84
121,98,84
180,154,120
174,159,141
237,230,229
238,235,234
240,230,220
241,226,203
242,224,195
241,224,195
242,225,195
242,225,195
243,226,196
241,224,194
242,226,195
242,225,194
242,225,197
243,226,198
242,224,197
242,225,196
232,217,190
204,179,147
208,181,145
192,163,130
204,173,136
218,187,153
193,161,136
148,123,107
111,92,80
150,136,126
232,229,222
232,218,190
234,219,188
236,220,193
236,219,189
236,219,189
236,220,189
235,220,189
237,221,190
237,220,190
237,220,190
238,221,191
238,221,191
239,222,192
240,223,193
238,221,189
238,222,190
238,222,192
238,222,189
237,221,186
237,221,188
237,221,188
237,221,187
237,221,187
237,221,190
237,221,188
237,220,191
237,223,189
238,227,215
229,226,221
190,179,147
171,137,108
175,139,110
199,164,129
167,136,105
171,138,109
177,141,109
182,146,118
193,157,125
184,156,122
192,163,131
181,156,120
174,143,116
194,159,125
198,161,127
185,146,115
181,139,111
186,141,111
164,121,97
171,127,100
152,110,92
196,147,112
167,118,92
172,123,97
198,146,114
201,147,116
203,149,115
180,127,101
170,125,97
196,159,126
197,158,126
182,141,108
194,149,116
212,165,133
206,149,115
213,157,115
168,132,105
188,162,127
196,167,136
146,118,97
134,112,89
167,143,111
177,153,120
124,106,90
202,198,191
239,236,234
239,229,216
241,225,193
242,225,195
242,225,195
242,225,195
243,226,196
243,226,196
243,226,196
243,226,196
243,226,197
242,225,197
242,225,199
242,224,199
232,218,192
211,185,152
211,182,149
195,166,131
204,174,139
218,188,153
199,168,137
145,120,100
116,93,83
123,104,90
229,225,225
234,220,201
235,219,191
234,219,192
235,220,191
235,219,190
236,221,191
235,220,191
237,222,192
236,221,192
236,220,191
237,220,189
238,221,190
239,222,193
240,223,194
239,222,192
239,222,190
239,222,191
238,221,190
237,220,189
237,221,189
238,221,189
238,221,190
238,222,192
238,221,192
239,222,191
238,221,193
237,223,190
238,227,213
227,224,223
175,165,132
169,134,105
187,153,120
174,145,114
162,131,105
151,103,89
160,107,91
175,134,114
202,167,130
192,158,124
162,133,107
132,106,91
164,129,109
172,140,109
125,101,86
115,95,82
155,122,100
183,139,111
182,138,108
169,128,106
149,109,89
195,141,108
209,152,116
199,141,105
210,152,114
199,143,111
200,148,112
218,167,129
207,159,120
192,141,108
192,144,109
198,148,110
198,152,117
212,166,130
212,157,113
214,159,115
173,139,107
201,175,136
176,145,114
182,156,124
171,148,115
161,137,107
178,154,121
158,135,111
181,169,164
239,235,234
241,231,217
242,224,192
240,223,192
241,224,192
242,225,194
241,224,194
242,225,195
242,226,193
241,225,192
242,226,194
242,225,197
242,225,197
242,225,196
234,220,194
210,184,151
206,178,148
184,156,124
193,165,129
210,181,142
204,174,138
153,128,107
128,105,88
141,119,104
225,222,221
233,221,205
234,219,191
234,219,191
235,220,191
234,219,190
234,219,190
235,220,191
235,220,191
236,221,192
236,221,192
239,222,193
239,222,193
239,222,194
240,223,195
239,222,193
239,222,193
238,221,192
237,220,190
237,220,190
238,221,192
238,221,192
238,221,193
239,222,194
238,221,192
238,222,191
239,222,194
239,221,192
237,224,203
235,233,230
180,166,140
175,142,113
180,145,111
170,137,106
146,101,85
164,104,91
194,134,110
214,176,144
196,160,124
199,160,123
208,172,137
177,149,130
215,185,150
157,135,112
92,96,77
140,129,103
174,146,112
175,130,105
182,139,111
181,138,107
188,141,110
170,123,99
189,145,122
226,181,146
224,178,137
211,155,117
203,148,114
201,155,125
211,170,132
202,151,112
203,154,116
218,172,134
212,168,127
227,182,144
220,172,129
220,172,130
176,146,114
174,150,118
161,135,103
175,150,117
174,150,116
183,158,127
169,144,112
183,157,124
174,151,123
203,190,171
238,230,225
237,225,205
240,223,190
239,223,189
240,223,191
241,224,194
240,223,193
240,224,191
241,225,192
241,225,193
241,224,195
241,225,198
241,227,199
232,217,190
194,167,134
201,175,145
177,152,121
185,160,127
201,170,137
209,179,148
163,137,115
155,133,109
143,120,106
179,172,167
231,222,211
234,219,196
235,219,189
234,219,190
235,220,191
235,220,191
235,220,191
236,221,192
236,221,192
238,223,194
238,222,194
239,223,195
239,223,194
241,225,196
239,222,194
238,222,194
238,222,195
238,221,192
237,220,191
238,221,193
239,222,194
239,222,194
239,222,194
238,221,193
237,220,191
239,222,194
239,220,193
235,222,194
235,232,227
190,173,154
176,144,115
196,155,121
194,147,115
143,91,81
165,99,86
165,119,100
209,171,137
194,158,125
199,166,134
204,167,130
214,179,142
171,150,121
126,136,106
107,109,87
162,157,122
173,150,117
172,134,107
199,157,122
205,163,127
173,125,100
203,162,138
231,201,172
230,199,171
227,187,155
205,151,118
204,149,112
219,171,132
220,172,131
219,171,129
226,179,138
229,186,146
228,185,150
227,183,146
222,172,133
197,156,119
184,155,125
158,127,102
178,148,118
173,149,114
179,156,120
189,163,129
181,156,122
170,147,113
187,159,123
185,155,123
202,181,161
241,233,226
238,221,190
239,223,187
239,223,190
240,224,193
241,224,193
241,225,194
241,225,194
242,225,194
241,224,195
241,226,199
241,227,200
228,215,188
174,149,115
202,176,141
186,158,128
153,126,103
168,137,115
212,183,152
166,139,115
151,128,108
134,113,93
153,140,114
226,219,199
233,221,204
235,219,189
234,219,190
233,218,189
235,220,189
234,219,188
235,220,190
236,221,192
237,222,193
238,223,194
237,222,193
238,223,191
239,224,194
238,222,193
238,223,192
237,221,194
238,221,193
237,220,192
237,220,191
238,221,191
238,221,192
238,221,193
238,221,193
238,221,193
239,222,194
239,222,194
235,222,192
235,230,226
170,153,139
191,158,127
209,169,133
206,158,123
192,148,121
175,131,107
192,152,114
202,166,125
183,151,119
164,133,107
191,157,121
182,152,118
149,140,113
115,147,107
159,153,116
184,162,122
194,158,122
194,153,117
208,166,131
188,148,115
185,143,115
215,167,129
228,191,154
233,198,165
232,194,164
224,182,152
203,152,115
223,181,143
224,181,141
226,181,140
225,181,143
233,192,156
228,187,148
218,166,125
199,138,103
177,142,111
175,148,118
181,148,119
191,161,128
189,167,129
188,164,128
181,154,118
178,153,118
173,149,115
177,153,119
186,160,125
202,183,167
240,232,226
239,224,193
240,224,190
241,225,191
240,224,191
242,226,193
242,225,195
242,225,195
242,225,194
241,224,195
242,226,198
241,225,199
229,219,194
180,157,126
193,165,134
201,171,141
199,170,142
175,147,122
210,179,149
179,151,126
132,111,96
145,122,100
138,118,98
161,148,133
233,223,208
232,219,190
234,219,190
234,219,190
233,218,188
235,220,189
234,219,189
235,220,191
235,220,191
236,221,192
236,221,192
236,221,190
237,222,192
236,221,191
236,221,191
237,221,193
237,220,192
237,220,192
238,221,191
239,222,191
238,221,192
239,222,194
239,222,194
238,221,193
238,221,193
238,222,194
235,222,193
237,231,229
163,144,138
191,157,123
208,166,128
197,156,122
207,168,134
211,175,140
205,165,129
203,168,132
165,135,107
168,139,108
160,136,107
144,122,102
107,128,95
120,148,105
166,154,123
178,148,121
186,148,116
207,169,136
184,145,115
187,144,117
161,105,86
207,145,112
219,168,130
219,171,135
230,192,159
229,188,154
212,170,136
209,164,129
225,182,140
219,169,125
231,189,156
238,200,170
216,164,120
210,157,112
206,162,128
175,147,119
192,160,131
181,146,114
206,173,139
193,170,136
206,182,149
190,165,132
184,159,123
180,153,115
203,180,146
181,161,133
231,220,208
238,229,214
239,223,188
240,224,190
241,225,192
241,225,192
243,227,194
241,225,192
242,226,192
242,226,194
242,225,196
243,227,199
242,226,199
234,222,200
179,160,133
180,154,121
203,175,141
215,187,152
194,168,139
192,161,131
195,169,139
126,106,86
158,137,115
127,106,86
130,113,98
225,216,203
233,220,192
233,218,189
233,218,189
233,218,189
234,219,190
232,217,187
233,218,187
235,220,189
235,220,189
235,220,189
235,220,187
236,221,189
234,218,189
236,219,189
235,218,188
235,218,189
236,219,190
237,220,188
237,221,188
238,221,190
238,221,192
236,219,190
238,221,192
238,221,192
238,223,192
236,224,197
237,231,229
165,141,126
183,147,115
206,164,130
213,174,145
206,170,138
195,160,122
196,161,127
186,153,122
163,131,101
171,141,108
150,124,99
169,150,119
108,141,103
156,164,121
162,138,112
175,134,109
208,164,132
188,146,116
192,152,119
160,121,95
180,122,99
202,132,102
214,155,117
222,167,133
218,169,133
228,185,145
222,173,138
214,162,125
205,157,121
207,153,113
226,178,139
209,162,126
210,153,108
194,142,106
154,125,96
188,157,129
192,158,126
184,144,109
201,170,138
202,175,142
209,182,151
196,169,133
192,167,130
200,171,137
205,184,151
199,185,164
239,231,220
241,225,198
241,224,190
242,226,192
242,226,192
242,226,192
241,225,191
242,226,193
242,226,193
242,225,195
243,226,196
243,226,197
242,226,198
232,222,198
194,179,156
160,136,111
175,150,119
197,169,133
182,156,125
176,145,113
217,188,157
150,128,106
147,124,104
166,142,117
144,123,104
203,189,179
232,219,195
233,218,189
234,219,190
234,219,190
234,219,190
233,218,188
234,219,188
236,221,190
235,220,189
235,220,189
235,220,187
235,220,189
235,219,190
235,218,188
234,218,187
234,218,186
234,218,185
236,220,187
237,221,188
237,220,188
236,219,187
236,220,187
237,220,188
237,221,188
236,221,186
237,224,204
236,229,224
147,121,106
176,137,114
206,167,133
208,167,130
201,165,128
195,159,126
196,160,126
179,144,114
177,144,114
159,131,104
176,151,124
176,164,134
141,158,120
179,169,129
183,142,111
181,139,116
192,152,118
183,146,113
155,119,97
133,93,84
142,88,75
181,113,90
206,137,103
211,146,108
220,161,122
216,163,122
220,166,127
220,157,118
205,155,124
220,180,148
205,152,109
203,144,107
213,158,115
159,114,89
176,150,121
204,174,143
194,154,122
200,158,124
177,152,117
206,180,147
208,181,150
203,178,142
194,167,132
174,136,106
188,169,136
237,228,216
240,224,193
241,224,192
241,225,191
241,225,191
242,226,192
242,226,192
241,225,191
242,226,193
242,226,193
241,225,194
243,226,196
242,226,195
241,226,197
232,222,198
227,216,193
131,111,96
159,137,110
174,148,125
170,144,114
154,125,102
216,185,155
179,156,129
137,116,98
170,146,114
148,125,102
187,173,159
234,224,208
233,219,189
235,219,188
235,220,191
235,220,191
235,220,190
236,221,189
237,222,190
237,222,189
236,221,189
236,221,189
236,221,190
236,220,190
237,220,190
236,219,189
235,219,188
237,220,187
236,220,187
236,220,187
236,220,188
235,219,187
238,221,189
238,222,189
236,220,187
235,219,186
238,227,213
226,221,212
131,104,91
147,110,92
151,117,94
197,157,124
203,165,126
202,166,137
188,154,122
181,149,117
179,147,113
187,156,123
150,127,101
144,135,109
157,149,116
148,134,107
157,127,103
181,153,122
163,131,105
144,114,90
182,121,93
202,127,96
185,122,98
165,105,85
186,121,96
209,140,106
196,122,95
199,133,100
202,147,112
209,154,116
193,128,101
169,119,93
189,141,102
200,144,105
203,158,118
177,150,117
181,152,121
205,175,139
209,177,143
199,170,135
169,145,114
192,168,134
205,178,145
196,168,129
188,154,117
180,140,107
183,168,146
240,230,216
241,224,191
240,223,191
240,223,189
240,224,190
242,226,194
242,225,194
241,225,194
243,226,195
241,225,193
243,226,197
242,225,197
241,225,196
240,226,198
232,222,198
232,222,198
165,150,141
123,102,88
151,125,102
184,155,125
183,154,124
202,175,140
193,168,137
150,130,108
147,124,100
160,134,109
174,154,140
232,225,218
233,223,201
235,220,187
235,220,192
236,221,192
235,220,192
236,220,193
236,221,193
237,222,193
236,221,192
237,222,191
237,222,191
237,222,191
237,220,190
237,220,190
237,220,191
237,221,189
237,221,188
237,221,188
237,220,189
238,221,191
238,221,191
239,222,191
237,220,189
235,218,185
235,226,209
215,209,197
126,99,87
161,126,105
156,121,100
149,117,97
156,126,104
188,156,126
189,157,129
167,136,110
177,148,120
151,128,107
127,108,92
168,150,126
112,98,85
114,102,90
151,132,112
171,136,113
167,134,106
176,130,102
181,119,95
202,151,114
207,157,121
195,140,109
180,113,88
207,151,110
209,147,113
200,134,104
199,135,102
189,129,101
211,148,113
144,95,77
191,141,105
188,121,92
173,141,115
190,164,128
176,144,113
207,176,142
212,181,151
201,174,142
177,153,118
201,178,139
199,172,132
185,155,117
192,154,115
174,133,101
222,211,197
239,229,209
241,225,192
239,223,190
240,224,189
241,225,191
243,226,195
243,226,196
242,225,195
242,226,195
242,226,194
242,225,197
242,225,197
242,226,198
241,226,200
234,223,199
234,223,200
218,209,189
118,99,87
169,142,114
191,161,127
193,161,132
172,146,118
178,152,126
171,148,127
140,120,101
172,145,115
165,139,117
205,197,187
233,227,214
234,219,190
235,219,191
235,220,191
235,220,190
236,220,189
235,220,189
236,220,188
237,221,189
237,221,191
236,221,189
237,221,190
238,221,191
237,220,190
237,220,191
237,220,189
238,221,189
238,221,189
238,221,190
239,222,192
238,221,192
239,222,193
235,219,188
235,220,186
235,225,203
220,212,202
118,90,81
172,140,113
173,134,109
169,129,107
172,133,112
160,124,101
137,104,90
128,95,83
143,112,92
183,150,117
183,150,121
165,143,117
173,152,129
157,132,108
161,136,113
156,120,101
195,154,116
201,158,126
183,134,104
195,151,117
186,136,105
203,156,121
209,151,114
194,133,103
213,160,123
192,131,101
206,137,106
204,137,99
166,107,84
142,94,82
202,148,108
164,99,84
129,97,78
166,142,110
165,136,110
209,179,147
206,175,145
197,170,135
211,185,154
194,170,134
196,170,133
201,168,134
192,149,110
181,139,105
240,233,226
239,227,202
241,225,192
240,224,191
241,224,191
243,226,194
242,225,194
242,225,195
241,224,194
243,226,196
241,224,193
242,225,196
242,225,197
243,227,199
240,226,201
234,223,196
236,225,203
232,226,209
163,147,132
148,121,98
198,167,139
190,161,122
169,144,112
156,131,111
148,125,102
129,108,91
172,148,120
150,125,99
180,160,140
237,228,222
234,222,198
234,219,187
234,219,188
235,220,188
237,220,189
237,220,191
236,219,189
236,219,189
236,220,190
237,221,190
237,221,189
237,220,190
237,220,190
237,220,190
238,221,191
237,220,190
238,221,191
238,221,191
239,222,192
240,223,192
238,222,190
237,221,187
236,220,187
236,224,202
228,222,216
98,73,68
167,138,111
180,145,114
182,143,115
177,142,112
166,127,102
149,112,90
139,102,90
145,113,92
167,128,103
177,138,113
141,113,97
176,146,124
174,143,117
166,134,106
164,129,104
169,125,97
192,152,121
184,141,110
185,148,122
177,124,102
184,134,101
200,149,117
202,145,112
189,127,99
212,160,124
190,128,101
211,136,102
194,134,105
157,108,88
191,134,102
170,112,91
138,108,92
163,144,109
154,128,101
202,175,143
199,169,138
193,164,129
203,178,144
175,152,113
199,171,136
211,171,135
189,131,98
198,157,127
241,235,233
240,225,197
242,226,193
241,225,192
241,224,194
242,225,195
243,226,196
242,225,195
243,226,196
243,226,196
242,225,195
242,225,194
243,226,197
243,226,199
241,227,201
234,222,199
232,221,196
235,229,220
202,189,172
138,114,95
187,156,129
184,156,130
182,154,121
173,148,115
144,119,97
122,100,86
168,141,115
154,129,104
146,122,102
219,208,193
236,226,211
235,219,186
233,219,185
232,217,183
236,220,188
236,219,190
236,219,189
237,220,190
237,220,188
238,221,191
237,220,191
236,219,189
238,221,191
238,221,191
238,221,191
239,222,192
238,221,191
238,221,191
239,222,192
237,220,189
238,222,188
238,222,190
237,221,190
239,226,207
228,223,219
96,73,72
147,118,100
173,137,112
171,132,104
186,144,112
148,114,95
151,114,97
154,119,96
140,109,90
136,101,88
137,107,91
158,130,108
172,136,109
186,146,113
163,124,102
162,127,102
155,111,96
199,162,126
182,138,106
173,137,110
155,95,83
165,112,95
177,124,99
196,141,111
177,116,92
182,117,93
190,130,101
203,123,97
186,108,87
163,126,113
193,172,153
213,186,165
208,190,171
152,138,114
142,118,95
189,165,132
199,172,137
190,162,127
198,173,139
182,158,123
211,178,142
194,148,112
188,127,94
206,176,146
240,235,221
241,224,193
240,224,191
242,226,193
242,226,195
243,226,196
243,226,196
242,225,195
242,225,195
242,225,195
242,225,195
242,226,194
242,225,196
242,226,198
241,227,199
235,223,199
231,219,197
234,225,211
221,214,201
162,138,114
172,145,118
211,183,153
209,179,150
206,177,139
199,170,139
148,123,103
142,121,97
167,142,114
145,123,99
191,169,147
234,229,218
236,218,189
235,218,188
235,219,189
235,220,189
236,221,188
238,221,191
238,221,191
238,221,191
237,220,190
237,220,190
236,219,189
238,221,191
238,221,191
237,220,190
238,221,191
238,221,191
239,222,192
239,222,192
240,223,193
240,223,193
239,222,192
238,223,189
238,227,217
216,208,200
136,105,92
158,128,106
155,127,105
140,110,93
169,135,108
175,141,112
179,145,116
124,96,83
152,119,95
118,90,82
125,101,85
168,137,114
186,154,121
187,146,114
181,138,110
173,136,110
141,102,84
196,157,126
171,130,99
195,154,124
134,83,75
146,90,85
182,132,102
166,99,83
196,145,108
170,110,90
172,103,84
193,113,93
183,125,109
228,206,186
178,152,131
191,167,143
187,166,145
181,160,138
157,132,105
194,168,137
195,169,136
199,173,139
208,182,150
192,162,127
214,186,150
182,124,98
186,132,98
210,188,158
241,227,210
242,223,190
239,223,190
240,224,191
242,225,194
241,225,194
242,226,195
241,224,194
242,225,194
242,225,195
242,225,195
242,225,194
244,227,198
242,225,199
241,225,200
235,223,199
233,221,198
232,221,198
232,226,221
166,150,128
191,166,138
201,170,138
208,175,143
207,174,142
215,183,149
209,181,150
162,135,109
184,156,122
163,135,106
182,155,126
226,217,206
235,220,194
235,218,188
236,220,190
236,221,190
236,221,188
237,220,190
237,220,190
238,221,191
238,221,191
237,220,190
237,220,190
238,221,191
238,221,191
238,221,191
239,222,192
239,222,192
239,222,192
239,222,192
240,223,193
239,222,192
239,222,192
237,222,189
238,228,214
217,208,198
150,118,95
170,140,111
155,126,103
152,121,102
125,97,86
151,117,100
136,108,89
155,129,105
141,115,94
107,86,77
135,114,95
166,135,112
152,122,100
179,140,111
183,144,119
160,117,95
172,133,111
155,115,90
187,147,116
185,144,114
183,141,120
155,100,84
177,121,94
151,90,78
193,145,116
159,114,92
166,123,101
169,125,102
161,131,107
184,159,137
200,167,145
149,122,103
131,112,102
139,117,95
184,157,122
192,164,127
206,177,142
215,186,154
211,181,152
204,173,141
204,173,135
181,117,89
200,153,113
224,204,184
240,225,198
241,223,190
239,223,188
239,223,188
239,223,189
240,224,190
241,225,192
238,222,188
242,226,193
241,224,194
242,225,195
242,226,194
243,226,197
243,226,198
241,226,198
234,224,197
234,221,196
231,219,191
230,226,217
192,183,169
183,160,136
186,156,123
198,166,129
204,172,140
211,181,148
215,183,144
212,177,140
206,175,138
181,155,122
186,156,126
219,205,191
234,221,195
235,219,185
235,219,188
236,220,188
237,221,188
237,221,189
236,220,188
237,221,189
237,221,189
236,220,189
237,220,191
238,221,192
239,222,192
238,221,191
238,221,191
239,222,192
238,222,191
238,222,190
238,222,190
239,223,190
239,223,191
236,222,190
238,226,209
223,217,208
155,122,101
161,130,103
171,140,115
147,113,96
123,94,82
126,96,85
111,87,76
131,109,91
137,116,100
